neg,neu,pos,compound
0.0,0.655,0.345,0.3875
0.175,0.825,0.0,-0.1779
0.0,0.897,0.103,0.1531
0.0,1.0,0.0,0.0
0.255,0.745,0.0,-0.34
0.233,0.5,0.267,0.0516
0.0,0.642,0.358,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.1531
0.0,1.0,0.0,0.0
0.0,0.455,0.545,0.5859
0.407,0.349,0.244,-0.34
0.187,0.813,0.0,-0.3182
0.332,0.668,0.0,-0.539
0.0,1.0,0.0,0.0
0.043,0.815,0.141,0.6597
0.133,0.753,0.114,-0.2347
0.0,0.867,0.133,0.25
0.0,0.803,0.197,0.4019
0.107,0.893,0.0,-0.2023
0.0,0.849,0.151,0.5859
0.212,0.788,0.0,-0.5122
0.0,1.0,0.0,0.0
0.058,0.824,0.118,0.296
0.128,0.79,0.082,-0.2975
0.0,0.878,0.122,0.4939
0.0,0.811,0.189,0.7766
0.0,0.787,0.213,0.4019
0.14,0.86,0.0,-0.3818
0.0,0.833,0.167,0.1531
0.048,0.849,0.103,0.3182
0.0,1.0,0.0,0.0
0.095,0.769,0.136,0.2263
0.0,0.861,0.139,0.34
0.0,1.0,0.0,0.0
0.0,0.854,0.146,0.5859
0.0,0.904,0.096,0.1531
0.0,1.0,0.0,0.0
0.04,0.96,0.0,-0.2732
0.0,0.779,0.221,0.5267
0.0,1.0,0.0,0.0
0.263,0.737,0.0,-0.3612
0.0,0.93,0.07,0.5106
0.0,1.0,0.0,0.0
0.0,0.75,0.25,0.4576
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.057,0.943,0.0,-0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.897,0.103,0.3182
0.0,0.942,0.058,0.296
0.0,0.868,0.132,0.4588
0.0,1.0,0.0,0.0
0.213,0.787,0.0,-0.4019
0.0,0.917,0.083,0.25
0.132,0.868,0.0,-0.4201
0.145,0.687,0.168,-0.1027
0.07,0.843,0.087,-0.1027
0.0,0.942,0.058,0.1531
0.167,0.833,0.0,-0.296
0.0,0.821,0.179,0.486
0.0,1.0,0.0,0.0
0.037,0.846,0.117,0.5719
0.193,0.807,0.0,-0.5106
0.097,0.665,0.238,0.5413
0.156,0.781,0.062,-0.34
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.814,0.186,0.5719
0.061,0.939,0.0,-0.34
0.0,0.772,0.228,0.7269
0.089,0.911,0.0,-0.2411
0.328,0.672,0.0,-0.5919
0.0,1.0,0.0,0.0
0.141,0.859,0.0,-0.3182
0.0,1.0,0.0,0.0
0.121,0.403,0.476,0.6597
0.237,0.763,0.0,-0.9196
0.098,0.778,0.124,0.3077
0.068,0.881,0.051,-0.2023
0.0,0.854,0.146,0.7713
0.0,0.904,0.096,0.1531
0.0,0.899,0.101,0.2023
0.084,0.916,0.0,-0.631
0.051,0.888,0.061,-0.1299
0.097,0.841,0.062,-0.624
0.0,1.0,0.0,0.0
0.158,0.742,0.1,-0.7269
0.057,0.9,0.043,0.0258
